serialid,tnscntry,isocntry,corruption,patronage,public_tender,widespread,abuse,bidding,procurement_national,procurement_local,transparency,connections,favouritism,petty_corruption,bribing,reported,court,fined,sector,employees,age,turnover
5754,36,LV,4,4,2,2,4,4,2,4,2,1,1,1,2,2,2,1,4,1,3,3
5755,36,LV,4,4,9,1,1,1,1,1,3,2,1,4,1,3,3,3,2,1,3,2
5757,36,LV,4,4,9,3,2,2,3,3,3,4,1,3,3,2,2,3,5,1,2,2
5761,36,LV,4,4,9,3,3,1,3,2,2,3,3,2,3,2,3,4,6,1,4,2
5762,36,LV,4,4,2,3,5,2,3,3,2,4,3,2,2,2,2,2,3,1,4,3
5765,36,LV,3,3,9,3,3,2,3,3,3,3,3,2,3,3,3,4,5,1,3,3
5766,36,LV,4,4,9,3,3,3,3,3,3,4,2,2,3,2,3,3,1,2,4,3
5769,36,LV,4,4,9,1,2,2,2,2,3,2,1,2,4,2,2,1,2,2,4,1
5770,36,LV,3,3,9,1,1,1,1,1,4,2,1,2,2,4,4,4,4,1,2,2
5771,36,LV,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,4,4,1
5772,36,LV,4,4,2,3,2,3,1,1,2,3,1,4,4,1,2,4,2,1,4,3
5773,36,LV,1,2,9,2,3,3,1,1,3,1,1,1,1,3,4,4,2,2,4,1
5774,36,LV,3,4,2,2,3,3,2,2,3,3,2,1,3,2,2,2,2,1,4,1
5775,36,LV,4,4,9,2,2,2,3,1,3,4,3,3,4,2,2,3,2,1,3,3
5776,36,LV,4,4,9,3,3,4,4,4,3,2,2,2,2,2,2,1,4,1,3,1
5777,36,LV,4,3,2,2,4,2,3,3,3,4,2,2,3,3,2,2,2,4,4,1
5779,36,LV,4,1,9,2,3,2,2,2,4,2,1,1,3,2,3,4,4,3,3,1
5780,36,LV,3,4,2,2,2,2,2,2,3,2,1,1,4,2,3,3,1,2,2,1
5783,36,LV,3,3,2,2,2,2,2,3,4,2,2,2,4,2,2,3,4,1,2,1
5787,36,LV,4,4,9,2,3,3,3,3,2,4,1,2,2,2,2,2,1,1,3,3
5788,36,LV,4,4,9,2,2,3,2,2,3,3,2,3,1,2,2,2,4,1,4,1
5789,36,LV,4,4,9,3,3,3,3,4,3,4,1,1,4,2,2,1,1,1,4,2
5790,36,LV,4,4,9,1,1,1,1,1,4,3,1,2,4,2,2,2,2,1,4,1
5791,36,LV,3,4,9,2,2,3,2,3,4,3,3,3,2,1,2,2,3,1,3,3
5792,36,LV,2,1,9,2,2,2,2,2,3,3,1,2,1,2,3,2,4,1,3,1
5796,36,LV,4,4,2,1,3,2,2,2,4,3,1,3,4,3,3,3,1,3,4,1
5798,36,LV,2,1,9,1,2,2,2,2,3,2,2,3,3,2,2,3,4,1,4,1
5799,36,LV,1,2,2,2,3,2,2,1,4,2,1,3,3,3,2,3,5,1,2,1
5800,36,LV,3,2,4,3,3,3,3,3,2,3,3,3,3,1,2,1,3,1,3,1
5803,36,LV,3,2,2,2,4,4,3,4,2,3,3,2,3,2,2,2,4,4,4,1
5804,36,LV,2,2,9,2,2,2,2,2,4,3,1,4,4,2,2,2,4,1,4,3
5806,36,LV,4,4,2,3,4,4,4,4,1,4,4,3,3,1,1,2,4,3,4,1
5810,36,LV,2,2,1,2,2,3,2,2,2,3,1,3,3,2,2,3,4,2,3,2
5811,36,LV,3,4,9,2,3,3,2,3,3,3,2,3,3,2,2,3,2,2,3,1
5812,36,LV,3,3,9,2,3,3,3,3,3,2,3,3,3,3,2,3,4,1,3,1
5813,36,LV,4,4,9,2,2,2,1,1,4,1,2,2,4,2,3,3,4,1,3,2
5814,36,LV,3,3,2,3,4,3,3,3,4,3,1,1,3,1,2,3,1,3,4,1
5816,36,LV,3,2,9,1,3,1,1,1,3,3,1,1,3,2,2,3,4,1,4,1
5819,36,LV,3,4,2,2,2,2,1,2,4,2,1,3,4,2,3,4,3,1,3,3
5820,36,LV,4,4,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,1
5821,36,LV,4,4,9,2,3,2,3,2,2,2,1,4,4,3,2,3,5,1,4,2
5823,36,LV,4,4,9,1,2,1,1,1,3,1,1,3,4,3,3,4,3,1,4,3
5825,36,LV,4,4,2,2,3,3,2,2,2,4,1,4,4,2,3,3,1,1,4,1
5827,36,LV,4,4,9,2,3,2,3,3,3,3,3,2,3,2,2,3,3,1,4,3
5828,36,LV,4,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,4,2,4,1
5829,36,LV,1,1,1,1,1,5,1,1,4,2,1,4,4,2,3,4,4,2,4,1
5831,36,LV,3,4,9,2,3,2,1,1,3,4,2,3,4,3,3,3,2,1,4,1
5832,36,LV,4,4,9,1,2,2,2,2,4,2,1,2,4,3,3,3,5,1,3,2
5834,36,LV,4,4,9,1,2,2,2,3,4,1,1,4,4,2,2,3,3,1,4,3
5835,36,LV,3,3,9,2,3,1,3,2,3,4,2,3,4,2,3,3,5,1,2,3
5837,36,LV,4,3,9,2,2,3,3,3,3,3,2,3,3,3,2,1,2,1,3,3
5838,36,LV,4,4,9,3,3,2,2,1,3,3,2,2,3,2,3,3,1,1,4,2
5839,36,LV,2,3,9,2,2,2,2,2,3,2,2,3,3,2,3,3,5,1,4,3
5840,36,LV,2,3,2,1,1,1,2,1,4,3,1,3,2,2,2,3,5,1,4,2
5842,36,LV,4,4,9,2,3,3,2,3,3,3,2,3,4,2,3,3,5,1,4,1
5843,36,LV,3,3,9,2,3,2,2,2,2,4,1,3,3,2,2,3,5,1,3,1
5844,36,LV,3,3,2,2,1,1,2,1,2,2,2,2,3,2,3,3,5,4,4,3
5845,36,LV,2,2,1,1,1,1,1,1,2,1,1,3,4,4,4,4,2,3,4,3
5846,36,LV,3,3,2,2,3,2,2,3,3,4,3,1,2,2,2,2,2,4,3,1
5849,36,LV,4,3,2,2,1,2,3,1,1,2,1,2,3,2,2,3,1,1,4,2
5850,36,LV,2,2,9,1,2,2,2,1,4,1,1,4,4,4,4,4,6,1,4,3
5852,36,LV,4,4,9,2,1,2,1,1,4,2,1,1,4,4,3,3,6,2,3,1
5853,36,LV,3,4,9,1,1,1,1,1,4,2,1,4,4,2,2,3,6,1,3,3
5855,36,LV,3,3,9,2,2,2,2,2,4,2,1,3,3,3,3,3,1,2,4,1
5858,36,LV,4,4,9,2,3,3,2,2,3,3,2,3,3,2,2,3,6,1,3,1
5859,36,LV,3,3,9,3,2,3,2,3,4,3,3,3,4,2,3,4,1,1,4,1
5862,36,LV,4,2,9,2,2,1,1,1,3,4,1,4,4,2,3,3,5,3,3,1
5863,36,LV,2,2,9,1,1,2,1,1,3,2,1,3,3,3,3,3,1,1,3,3
5867,36,LV,3,4,2,2,1,1,1,1,3,2,1,2,4,2,2,3,3,2,4,3
5870,36,LV,4,4,1,4,4,2,3,3,3,3,1,1,3,2,3,3,1,1,3,1
5871,36,LV,4,4,9,2,1,2,1,3,4,3,2,2,3,2,3,2,6,3,4,2
5872,36,LV,4,4,9,2,2,2,2,2,4,2,2,3,2,2,3,3,1,1,3,3
5877,36,LV,3,4,9,1,1,1,1,1,3,4,1,3,4,2,2,2,6,1,3,1
5878,36,LV,1,1,9,1,2,2,3,2,4,4,1,4,4,2,2,2,6,1,4,2
5880,36,LV,4,4,9,3,3,3,2,2,2,3,2,2,3,2,2,3,6,2,4,2
5881,36,LV,1,4,1,1,2,2,2,2,4,2,1,4,4,3,3,3,3,1,4,3
5883,36,LV,3,4,2,2,4,2,4,3,4,4,2,1,3,1,2,3,4,2,3,1
5885,36,LV,4,4,9,3,2,3,2,2,3,4,4,3,4,2,3,3,2,1,4,3
5886,36,LV,2,1,9,1,1,2,1,1,4,2,1,4,4,3,3,3,4,2,4,3
5888,36,LV,2,4,2,1,1,2,2,2,3,3,1,3,3,3,2,2,2,2,2,1
5889,36,LV,4,4,2,2,4,2,2,2,4,2,1,4,4,2,3,4,1,2,4,1
5891,36,LV,4,4,2,2,2,2,2,2,3,4,2,3,4,3,3,3,5,1,3,1
5894,37,LT,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,5,2,4,3
5896,37,LT,4,4,9,1,2,2,1,1,4,4,1,3,3,1,3,4,5,1,2,1
5897,37,LT,3,3,9,2,2,2,2,2,3,3,2,2,3,2,2,2,4,1,4,3
5898,37,LT,3,3,2,3,3,2,3,3,2,3,3,2,2,2,2,2,5,1,4,1
5899,37,LT,3,4,9,2,3,2,2,2,2,3,2,3,3,2,2,2,4,2,3,1
5901,37,LT,3,3,9,3,2,3,3,2,2,4,2,2,2,2,2,2,4,1,2,3
5902,37,LT,4,4,9,3,3,3,3,3,3,3,2,3,3,2,3,3,2,1,2,1
5904,37,LT,1,1,9,1,2,2,2,2,4,2,1,2,4,3,3,3,6,1,3,3
5907,37,LT,4,4,9,2,3,3,2,2,3,3,2,3,3,3,3,3,5,1,3,3
5908,37,LT,4,4,2,2,3,4,2,2,4,2,1,2,4,4,4,4,5,2,4,2
5910,37,LT,2,2,4,2,2,2,1,1,2,2,2,1,2,2,2,2,4,1,3,2
5913,37,LT,3,3,9,3,2,2,3,3,2,2,2,2,2,2,2,2,1,1,3,3
5915,37,LT,4,4,9,3,4,3,3,2,3,2,1,1,2,2,2,4,1,1,3,3
5918,37,LT,4,4,1,3,2,2,3,3,4,1,1,1,1,4,2,2,1,2,2,2
5920,37,LT,3,4,9,3,3,3,2,2,3,2,2,3,2,1,1,2,4,1,3,2
5921,37,LT,4,2,1,3,3,3,2,2,3,4,2,3,4,3,3,4,6,2,4,1
5924,37,LT,3,3,9,3,2,2,2,2,2,4,2,3,3,2,3,3,6,1,2,1
5928,37,LT,3,4,9,3,2,2,2,2,2,3,2,4,3,2,3,3,5,2,3,1
5929,37,LT,3,3,2,3,3,4,4,3,3,2,2,3,4,3,4,4,4,2,4,3
5932,37,LT,4,4,9,1,2,2,1,1,3,2,1,3,3,3,3,3,6,1,4,1
5935,37,LT,4,4,9,1,2,2,2,2,2,3,2,3,3,2,2,3,1,1,3,3
5936,37,LT,2,3,9,2,3,2,3,2,2,4,2,3,3,2,3,2,6,1,2,1
5938,37,LT,1,1,9,1,1,1,2,1,2,3,1,2,3,3,3,3,1,1,4,2
5939,37,LT,4,4,9,2,3,3,3,3,2,2,1,2,2,2,3,3,3,1,2,2
5941,37,LT,3,3,2,2,4,2,3,2,2,3,2,2,2,3,3,3,3,1,2,1
5942,37,LT,4,4,9,2,1,2,1,1,4,4,1,3,3,2,4,4,2,1,4,1
5944,37,LT,1,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,4,4,1
5948,37,LT,4,4,9,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1
5949,37,LT,4,4,2,5,1,2,2,5,4,2,1,4,4,4,4,4,1,2,2,1
5950,37,LT,1,1,1,2,1,3,2,2,3,2,1,1,2,1,1,2,4,2,3,1
5951,37,LT,4,4,2,2,4,4,4,4,3,2,2,2,2,2,2,2,3,1,4,3
5956,37,LT,4,4,2,3,2,3,3,3,2,2,3,2,3,3,3,3,4,3,4,3
5960,37,LT,4,4,9,1,2,1,1,2,4,1,1,4,4,2,3,3,1,1,2,3
5961,37,LT,4,3,2,2,4,2,3,1,4,3,3,2,2,3,3,3,2,4,4,1
5962,37,LT,4,2,9,2,2,2,2,2,3,3,2,2,2,2,2,2,6,1,2,3
5969,37,LT,4,4,9,2,2,2,2,2,3,2,1,2,3,2,3,3,4,1,3,3
5970,37,LT,3,3,9,2,2,1,2,2,3,3,2,2,2,2,2,3,1,1,2,1
5973,37,LT,3,3,9,2,2,3,2,2,3,3,2,2,2,2,2,2,1,1,4,3
5977,37,LT,4,4,1,2,3,3,3,2,2,2,2,2,2,1,2,2,4,4,2,1
5979,37,LT,4,4,9,1,1,1,1,1,4,1,1,4,3,3,3,3,4,1,2,1
5984,37,LT,4,4,9,5,1,2,2,1,3,3,1,3,4,3,3,4,4,1,3,1
5985,37,LT,4,4,9,2,3,4,3,2,3,3,3,1,1,1,1,1,4,1,2,3
5986,37,LT,4,4,9,2,2,2,2,1,3,2,2,3,4,3,4,4,3,4,4,1
5988,37,LT,4,4,9,3,3,2,2,2,4,4,2,1,1,1,2,2,5,1,2,1
5989,37,LT,4,4,9,1,2,1,1,1,4,2,1,4,4,3,3,3,1,1,3,3
5991,37,LT,4,3,9,2,4,3,4,3,2,4,4,2,4,1,1,1,2,3,4,3
5992,37,LT,4,4,9,2,3,2,1,2,3,4,1,4,3,3,3,4,3,3,4,1
5993,37,LT,4,4,9,2,3,1,3,1,3,4,1,3,3,3,3,3,5,1,2,1
5996,37,LT,4,4,1,3,3,1,2,2,2,1,2,2,2,4,4,4,2,1,3,1
5997,37,LT,3,3,1,3,3,2,2,2,2,4,3,2,3,3,3,4,6,1,2,2
6002,37,LT,4,2,9,1,2,1,1,1,4,2,2,2,3,3,3,3,2,2,4,3
6003,37,LT,4,4,9,1,2,3,3,2,3,2,3,1,2,3,3,3,1,1,3,3
6007,37,LT,4,4,9,2,2,3,2,1,3,3,3,4,3,2,2,3,2,1,2,1
6008,37,LT,3,3,2,2,3,3,2,2,3,3,2,2,2,3,3,2,3,1,4,3
6010,37,LT,3,3,9,1,1,2,1,1,2,4,2,2,3,2,3,3,4,3,3,1
6011,37,LT,4,4,2,2,2,4,4,4,2,2,2,3,2,1,3,3,4,3,4,2
6012,37,LT,3,3,9,3,2,2,3,2,2,3,2,2,2,3,3,3,6,1,2,1
6018,37,LT,4,3,9,2,3,3,2,2,3,2,2,3,4,3,3,3,6,1,4,2
6019,37,LT,4,4,2,3,3,2,3,2,3,4,3,2,3,2,2,4,3,3,4,1
6021,37,LT,1,1,1,2,1,1,2,1,2,2,1,2,2,3,3,4,5,1,4,2
6022,37,LT,1,3,9,1,1,1,1,1,4,4,2,2,4,2,2,3,6,3,4,1
6024,37,LT,3,3,2,2,2,1,2,1,2,3,1,4,4,3,3,2,1,3,4,3
6025,37,LT,3,3,2,1,2,3,1,1,3,2,2,3,3,3,3,3,4,3,4,3
6027,37,LT,4,4,9,3,1,2,2,2,4,2,1,2,2,2,3,3,2,1,2,1
6028,37,LT,2,3,2,2,4,3,3,3,1,4,2,3,4,3,3,3,2,3,4,1
6033,37,LT,3,3,2,2,3,1,3,2,3,2,2,1,4,3,3,3,4,3,4,2
6037,37,LT,4,2,9,1,1,3,2,2,4,4,2,4,3,3,3,3,4,2,2,3
6038,37,LT,3,3,9,2,2,2,2,2,3,3,3,2,2,2,2,2,3,1,3,1
6042,37,LT,4,4,2,2,2,3,3,2,2,3,2,2,3,2,3,3,5,1,4,3
6045,37,LT,2,4,2,1,3,2,2,2,4,4,2,4,4,3,3,4,6,2,3,3
6047,37,LT,3,1,2,1,3,2,3,3,2,2,2,2,1,2,2,4,2,1,4,1
6049,37,LT,4,4,9,1,1,1,1,1,3,1,1,1,2,3,2,4,2,1,2,3
6057,37,LT,2,3,2,2,3,2,3,2,2,3,2,3,3,2,2,3,5,1,4,3
6060,37,LT,4,3,9,2,2,2,3,2,4,2,2,3,3,2,3,3,2,1,2,1
6063,37,LT,3,3,9,1,2,2,1,1,3,2,2,3,3,2,2,2,4,1,2,1
6064,37,LT,4,4,9,3,4,3,2,2,2,2,1,1,1,1,1,1,3,1,3,3
6065,37,LT,4,4,9,1,2,3,2,2,3,2,2,3,3,2,3,3,1,1,2,3
6066,37,LT,4,4,9,2,2,2,3,2,1,3,2,3,3,2,2,3,4,1,2,2
6071,37,LT,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,3,4,3,4,3
6077,37,LT,2,1,1,2,1,4,1,1,4,1,1,4,1,3,4,4,6,1,3,1
6078,37,LT,4,4,9,2,3,3,2,2,3,2,2,3,3,2,3,3,6,1,4,1
6080,37,LT,4,4,9,2,2,1,4,2,3,3,2,2,2,1,1,3,5,1,2,2
6082,37,LT,4,4,2,3,2,2,2,2,2,2,3,2,2,3,3,3,5,2,2,1
6093,37,LT,4,4,9,2,2,2,3,2,3,4,1,3,3,3,3,3,6,1,4,1
6100,37,LT,3,3,1,2,3,2,2,2,3,3,2,4,4,3,3,4,4,1,2,3
6101,37,LT,3,3,2,1,2,2,2,2,3,3,2,3,3,2,2,2,1,3,3,3
6109,37,LT,3,1,2,2,1,4,2,1,3,3,1,3,2,2,2,3,5,1,2,1
6119,37,LT,3,3,9,2,2,3,2,1,3,3,3,2,3,3,2,3,6,1,3,1
6122,37,LT,2,2,3,2,3,2,4,3,2,3,2,3,3,2,3,3,1,2,3,1
6125,37,LT,1,1,9,3,3,3,2,2,3,3,1,2,2,2,2,3,5,1,2,2
6128,37,LT,3,3,9,2,2,2,3,2,2,3,2,2,3,2,2,2,6,1,3,1
6130,37,LT,3,4,9,3,3,2,3,2,2,2,1,1,1,1,1,3,3,1,2,1
6132,37,LT,4,4,9,2,3,4,2,1,2,1,2,3,1,3,3,3,6,1,4,3
6133,37,LT,1,1,9,2,2,2,3,2,2,2,1,4,2,2,2,3,2,3,4,1
6134,37,LT,1,1,9,1,2,2,1,3,3,1,1,2,3,3,3,3,3,2,4,2
6139,37,LT,4,3,1,2,3,3,2,2,3,3,2,3,3,4,2,3,2,2,4,1
6141,37,LT,4,4,9,2,2,3,1,1,3,1,2,3,3,3,3,3,6,1,4,1
6142,37,LT,2,3,9,1,2,1,2,2,3,2,2,2,4,2,3,3,6,1,2,3
6147,37,LT,2,2,9,2,4,3,2,2,3,3,3,2,3,2,2,4,1,1,3,3
6150,37,LT,3,3,9,3,3,2,2,2,2,3,2,3,3,3,4,4,6,1,2,1
6153,37,LT,4,4,2,3,3,3,3,3,2,3,3,1,2,3,2,2,5,1,2,1
6156,37,LT,4,4,9,1,1,2,1,1,4,1,2,3,3,3,3,3,6,1,3,1
6157,37,LT,4,4,9,2,3,2,2,1,3,4,2,2,3,2,3,3,6,1,3,1
6158,37,LT,4,4,2,4,4,2,3,2,2,4,3,1,1,1,1,2,5,1,3,1
6159,37,LT,2,4,9,2,2,2,3,3,1,4,2,3,3,2,2,2,5,1,2,3
6160,37,LT,4,4,9,2,3,2,3,2,3,4,2,3,3,3,3,3,5,1,2,3
6161,37,LT,3,3,9,2,2,2,2,1,2,3,3,3,3,2,2,3,3,3,2,1
6162,37,LT,4,4,9,2,3,2,2,2,4,2,3,3,3,2,3,3,6,1,4,1
6171,37,LT,4,4,2,2,2,2,2,2,3,4,2,3,2,2,2,2,5,2,4,1
6175,37,LT,4,4,9,1,2,2,2,2,4,4,2,4,2,2,3,4,1,1,2,2
6177,37,LT,4,2,1,2,2,2,2,2,2,4,2,4,4,3,3,3,5,3,4,1
6178,37,LT,4,4,2,2,3,2,2,1,3,3,2,3,3,3,3,3,5,1,2,3
6179,37,LT,2,3,2,2,4,2,3,3,4,2,2,2,3,2,3,1,1,2,4,2
6180,37,LT,2,4,2,2,4,3,3,3,2,3,2,3,3,2,3,3,1,3,4,2
6182,37,LT,3,4,2,3,3,4,3,5,2,2,2,3,2,2,2,3,1,2,4,1
6184,37,LT,4,4,9,3,3,3,3,3,4,3,2,2,3,4,4,4,1,1,3,1
6185,37,LT,4,4,9,3,3,3,3,2,2,3,3,2,2,1,2,3,5,1,2,1
6186,37,LT,1,1,9,1,1,1,1,1,3,1,1,4,2,4,3,3,5,1,4,2
6194,38,MT,1,1,9,1,1,1,1,1,4,2,1,1,4,4,3,3,6,1,3,3
6198,38,MT,4,4,9,3,3,3,4,4,3,3,3,3,3,3,3,3,4,2,4,1
6199,38,MT,3,3,9,2,2,2,2,2,4,2,2,1,3,2,2,4,5,3,4,2
6200,38,MT,2,2,9,2,3,3,2,2,3,3,2,2,3,2,2,2,4,1,4,3
6201,38,MT,1,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,5,2,4,1
6202,38,MT,2,1,9,1,1,2,1,1,3,3,1,1,1,1,1,3,4,1,4,1
6203,38,MT,1,1,9,1,1,1,1,1,1,1,1,1,1,4,3,2,4,3,4,1
6208,38,MT,2,3,2,2,2,3,3,3,3,3,1,2,2,2,2,4,4,1,4,1
6210,38,MT,2,2,9,1,1,1,1,1,2,3,2,2,2,2,2,2,4,1,4,1
6212,38,MT,2,2,9,1,3,3,2,2,2,3,2,3,3,3,2,3,5,3,4,3
6213,38,MT,4,4,9,2,2,2,2,2,2,3,2,1,2,2,2,2,3,1,4,1
6217,38,MT,2,2,9,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,4,1
6218,38,MT,3,2,9,2,2,2,3,3,1,3,3,2,2,2,2,2,4,1,4,1
6220,38,MT,3,3,9,2,2,2,2,2,3,2,2,3,3,2,2,2,5,2,4,3
6222,38,MT,2,2,9,1,1,1,1,1,4,4,2,1,4,3,2,3,3,1,4,3
6224,38,MT,2,1,9,1,1,1,1,2,4,1,1,1,4,4,4,4,2,1,4,3
6225,38,MT,2,1,9,1,1,1,1,1,3,2,1,1,2,1,1,1,4,1,3,3
6228,38,MT,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,1,1,4,3
6231,38,MT,3,3,9,2,1,1,2,1,4,1,1,1,1,2,1,4,4,1,4,1
6233,38,MT,1,1,9,2,2,2,2,2,3,1,2,1,1,2,1,3,4,1,3,3
6237,38,MT,1,1,9,2,2,2,3,3,3,3,3,3,3,3,2,3,5,1,2,1
6241,38,MT,2,2,2,2,2,2,2,2,4,3,1,1,1,3,3,3,4,1,4,3
6242,38,MT,1,1,1,1,1,1,1,1,4,1,1,4,4,4,4,4,4,2,4,3
6243,38,MT,4,3,9,1,2,2,2,3,4,3,2,4,4,2,3,4,4,1,4,1
6250,38,MT,2,3,9,3,4,3,3,3,3,4,3,1,1,3,3,3,5,1,3,1
6251,38,MT,1,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,3,1,4,2
6252,38,MT,3,4,2,2,3,2,2,2,3,2,1,3,2,2,3,2,2,1,4,3
6257,38,MT,1,2,9,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,3,1
6258,38,MT,1,1,1,1,1,1,1,2,4,1,1,4,4,4,4,4,5,2,4,3
6259,38,MT,3,2,2,1,1,1,1,1,4,3,1,3,4,1,1,3,1,1,4,2
6260,38,MT,4,4,9,2,3,3,2,2,2,4,2,2,4,4,4,4,5,2,4,1
6261,38,MT,2,2,9,2,3,2,3,2,2,2,2,3,2,2,2,1,6,2,4,1
6264,38,MT,1,4,2,1,4,4,1,2,4,4,2,4,4,4,4,4,2,2,4,1
6265,38,MT,4,4,2,2,3,2,3,2,4,4,3,3,1,4,3,4,1,1,4,3
6267,38,MT,1,1,9,3,1,1,2,2,3,4,2,1,2,1,1,1,3,1,4,1
6269,38,MT,1,1,1,1,1,1,1,1,4,1,2,4,4,4,4,4,5,1,4,2
6270,38,MT,4,4,1,2,2,2,2,2,3,2,2,4,4,2,2,4,2,2,4,1
6273,38,MT,3,3,9,1,1,1,2,1,4,3,1,2,4,2,2,2,3,1,4,1
6274,38,MT,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1
6275,38,MT,3,2,9,2,3,2,2,2,2,2,2,2,4,2,4,4,2,2,3,1
6276,38,MT,1,1,9,2,2,3,2,2,4,2,1,3,3,3,3,3,6,2,4,1
6277,38,MT,1,1,9,1,1,1,1,1,1,2,1,2,1,2,2,2,5,1,3,3
6279,38,MT,2,2,9,1,1,1,1,1,3,1,2,3,2,4,3,3,6,3,4,1
6281,38,MT,1,1,4,2,4,2,2,4,1,3,1,3,3,3,3,4,1,3,4,1
6283,38,MT,2,2,9,2,2,2,2,2,3,4,2,3,3,3,3,3,5,2,3,3
6284,38,MT,2,3,9,2,3,3,3,3,4,2,2,3,2,4,3,2,2,3,2,3
6289,38,MT,3,2,2,2,3,2,3,3,4,2,1,4,4,3,3,3,1,1,4,1
6293,38,MT,2,1,1,1,1,1,1,3,4,1,1,4,4,3,4,3,5,1,4,1
6297,38,MT,1,1,9,1,2,3,1,1,4,3,2,1,4,4,3,3,6,1,3,2
6300,38,MT,3,3,2,2,2,2,2,2,4,3,2,4,3,1,4,4,6,1,4,1
6309,38,MT,4,4,9,2,2,4,2,2,2,4,2,4,3,3,2,2,4,1,3,1
6310,38,MT,4,4,9,2,2,1,2,3,4,3,1,1,1,4,4,4,2,1,4,1
6315,38,MT,3,1,9,1,1,4,2,3,4,2,1,1,1,3,4,4,6,1,4,1
6318,38,MT,4,4,9,2,2,2,2,2,4,2,2,3,4,4,4,4,1,3,4,3
6321,38,MT,1,1,9,1,2,2,1,1,4,2,1,1,3,2,3,4,2,3,4,1
6322,38,MT,1,1,1,1,1,1,2,3,3,1,1,2,4,2,3,3,1,1,4,2
6323,38,MT,2,2,1,1,2,1,1,2,3,2,1,1,3,3,2,2,1,1,3,2
6326,38,MT,2,2,9,1,2,1,1,3,3,3,1,2,3,3,4,4,6,2,4,1
6327,38,MT,1,1,2,1,2,1,2,3,3,3,1,3,4,3,3,3,2,3,3,1
6328,38,MT,1,1,9,1,1,1,2,1,3,2,1,1,3,2,2,2,1,1,4,3
6333,38,MT,2,1,9,2,2,2,2,1,4,3,1,2,3,3,3,3,1,2,4,3
6336,38,MT,1,1,9,3,2,1,3,3,3,4,3,1,3,3,3,3,2,2,4,1
6341,38,MT,2,4,9,2,2,1,1,3,4,4,1,2,1,2,2,2,6,1,4,3
6342,39,PL,4,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,6,1,2,3
6344,39,PL,2,3,1,2,2,2,3,3,3,2,1,1,2,2,3,3,4,3,4,1
6345,39,PL,2,2,1,2,2,1,1,1,4,3,1,4,4,3,3,3,5,1,3,2
6347,39,PL,4,4,9,4,3,3,4,4,3,2,3,3,2,3,2,2,1,2,4,1
6349,39,PL,4,4,9,1,2,2,2,2,3,3,2,2,3,2,2,2,1,1,4,3
6355,39,PL,4,4,2,3,4,3,4,4,1,4,4,2,2,1,1,1,1,1,4,1
6356,39,PL,2,1,1,1,2,2,1,2,4,1,1,3,3,4,2,2,4,1,4,1
6358,39,PL,4,4,9,2,3,4,4,4,3,3,1,2,3,2,2,2,2,2,4,1
6359,39,PL,4,2,2,2,2,2,2,2,4,2,1,2,2,1,2,2,1,2,4,3
6361,39,PL,1,1,2,1,1,1,1,2,4,1,1,3,4,4,4,4,6,1,4,3
6362,39,PL,4,4,2,2,3,4,3,4,2,4,1,2,3,2,3,2,6,1,3,3
6365,39,PL,3,2,9,3,3,3,2,1,4,3,2,3,2,3,3,3,1,1,4,2
6366,39,PL,3,2,9,3,3,3,2,2,4,2,1,3,3,3,3,3,3,3,4,1
6369,39,PL,4,4,2,3,3,5,3,3,3,3,2,2,4,2,2,2,1,1,4,2
6370,39,PL,4,4,4,3,3,2,2,2,4,3,1,3,3,2,2,2,1,1,4,1
6371,39,PL,4,4,9,1,1,4,1,4,4,2,1,1,3,2,2,2,2,1,4,2
6373,39,PL,4,4,9,4,4,2,3,4,2,3,1,2,2,2,1,1,3,1,4,3
6374,39,PL,4,4,9,1,3,3,1,2,4,2,1,3,4,2,1,2,5,1,3,3
6375,39,PL,3,3,9,1,2,3,1,2,4,4,1,4,4,4,3,3,5,1,4,1
6376,39,PL,2,3,9,3,1,3,3,3,3,3,3,2,4,2,2,3,5,1,4,1
6378,39,PL,3,4,2,2,2,2,2,2,4,2,1,2,3,2,3,2,3,1,4,1
6379,39,PL,3,2,2,3,3,4,4,2,3,4,3,3,2,1,2,3,1,4,4,1
6383,39,PL,1,1,9,2,3,3,3,3,4,3,1,3,4,3,3,3,5,1,2,3
6384,39,PL,4,4,9,3,5,5,4,3,3,3,1,3,3,2,1,3,6,1,4,1
6385,39,PL,3,4,9,2,3,3,3,2,3,3,2,3,2,2,1,1,3,1,3,3
6386,39,PL,4,3,9,3,2,3,3,3,3,3,1,3,3,2,2,3,6,1,4,2
